RBnumber,sequence_num,recovered_date,recovered_district,recovered_address,recovered_halfadd,recovered_room,recovered_city,recovered_state,recovered_zip,year,color,make,model,bodytype,licensenum,licensestate,licenseyear,VIN,approximate_value,stolen?,questionable_stolen?,steering_lock?,doors_locked?,ignition_locked?,key_in_vehicle?
Z06579,1,,000,,,,,,,09,BLK,,,TL,,,00,4YMUL10189M016800,,Y,N,N,N,N,N
Z06591,1,06/09/2011 12:00 AM,064,3001 L ST,,,OMAHA,NE,68107,95,GRN,FORD,WIN,SV,RDO392,NE,11,2FMDA5141SBA67037,2800,Y,N,N,N,N,N
Z06594,1,06/11/2011 12:00 AM,036,1600 CARTER BD,,,OMAHA,NE,68110,07,WHI,DODG,,4D,29T754,NE,11,1D8GU28K57W660080,,Y,N,N,N,N,N
Z06601,1,06/08/2011 12:00 AM,067,2600 MONROE ST,,,OMAHA,NE,68107,01,SIL,CHEV,MOC,2D,SBE956,NE,11,2G1WX15K119135123,,N,N,N,N,N,N
Z06677,1,06/09/2011 12:00 AM,053,408 S 24 ST,,,OMAHA,NE,68102,94,BLU,MAZD,,4D,PEH953,NE,11,1YVGE22C8R5151732,2500,Y,N,N,N,N,Y
Z06735,1,,000,,,,,,,04,GRN,FORD,TAU,4D,RVT528,NE,11,1FAFP55US4G118210,8000,Y,N,N,N,N,N
Z06737,1,06/14/2011 12:00 AM,058,2100 POPPLETON AV,,,OMAHA,NE,68108,94,WHI,FORD,TK,PK,RWW291,NE,11,2FTEF15Y1RCA43339,2000,Y,N,N,N,N,N
Z06738,1,08/17/2011 12:00 AM,095,3021 BURT ST,,,OMAHA,NE,68131,94,TAN,OLDS,CUT,4DR,RWS985,NE,11,1G3WH55M3RD349168,500,Y,N,N,N,N,N
Z06898,1,,000,,,,,,,94,RED/GRY,FORD,,PK,RXX391,NE,12,1FTEF14NXRLB03289,,Y,N,N,N,N,N
Z06907,1,06/09/2011 12:00 AM,055,4016 LEAVENWORTH ST,,,OMAHA,NE,68105,05,SIL,STRN,,4D,RNA657,NE,11,1G8AG52F35Z105711,5000,Y,N,N,N,N,N
Z06918,1,,000,,,,,,,97,MAR,FORD,,PK,629XST,IA,11,1FTDX1860VKB21652,4300,Y,N,N,N,N,N
Z07014,1,06/10/2011 12:00 AM,026,5012 N 46 ST,,,OMAHA,NE,68104,85,BGE,OLDS,REG,4DR,RJL169,NE,11,1G3CX6932F4349798,1500,Y,N,N,N,N,N
Z07021,1,,000,,,,,,,00,SIL,HOND,CIV,4D,RMG182,NE,11,2HGEJ6612YH520845,3500,Y,N,N,N,N,N
Z07103,1,,000,,,,,,,94,GRN,HOND,CIV,2D,9853642,OR,12,2HGEJ1122RH548181,,N,N,N,N,N,N
Z07161,1,,000,,,,,,,06,BRO,,,TL,XFL781,NE,11,LN2UT11196Z058136,450,Y,N,N,N,N,N
Z07177,1,09/27/2011 12:00 AM,045,619 N 40 ST,,,OMAHA,NE,68131,00,GRY,FORD,TAU,4DR,SCG698,NE,12,1FAFP53U0YA101813,1500,Y,N,N,N,N,N
Z07198,1,,000,,,,,,,90,GRY,FORD,,PK,RMI201,NE,11,1FTDF15Y8LKB53531,2500,Y,N,N,Y,N,N
Z07204,1,,000,,,,,,,04,WHI,FORD,EXP,SUV,065WDN,IA,11,1FMFU16L04LA11425,13000,Y,N,N,N,N,Y
Z07246,1,06/11/2011 12:00 AM,045,4202 DODGE ST,,,OMAHA,NE,68131,06,BLK,CHEV,TK,PU,294871,NE,12,2GCEK13Z761308473,,Y,N,N,N,N,N
Z07263,1,,000,,,,,,,78,BLK,CHEV,,PK,RZJ486,NE,12,CCL448J183018,2500,Y,N,N,N,N,N
Z03975,1,06/06/2011 12:00 AM,016,7500 PRATT ST,,,OMAHA,NE,68134,11,WHI,FORD,,TRK,RYA583,NE,12,1FTKR1AD1BPA42449,20000,Y,N,N,N,N,N
Z07336,1,,000,,,,,,,05,BLU,DODG,NEO,4D,460PIJ,IA,12,1B3ES56C25D144391,,N,N,N,N,N,N
Z07351,1,,000,,,,,,,98,GRN,JEEP,,SUV,RHX661,NE,11,1J4GZ78S4WC159978,,N,N,N,N,N,N
Z07393,1,06/11/2011 12:00 AM,075,3706 S 68 PA,,,OMAHA,NE,68106,91,WHI,HOND,ACC,4DR,RUD748,NE,12,1HGCB7650MA216340,,N,N,N,N,N,N
Z07399,1,06/11/2011 12:00 AM,066,1300 Z ST,,,OMAHA,NE,68107,03,WHI,HYUN,SON,4DR,SCV809,NE,11,KMHWF25S33A855042,,Y,N,N,N,N,N
Z07418,1,06/11/2011 12:00 AM,022,6612 S 136 ST,,,OMAHA,NE,68137,93,MAR,CHEV,,PU,,,00,1GNEK18K8PJ399697,5000,N,N,N,N,N,N
Z07429,1,,000,,,,,,,05,BGE,SUZU,,4DR,PYN056,NE,11,JS3TX92V854106560,,N,N,N,N,N,N
Z07488,1,06/13/2011 12:00 AM,042,3600 PINKNEY ST,,,OMAHA,NE,68111,87,RED,CADI,FLE,4DR,RZV430,NE,12,1G6CB5186H4207637,5000,Y,N,N,N,N,N
Z07491,1,06/12/2011 12:00 AM,065,2600 F ST,,,OMAHA,NE,68107,09,YEL,,,,,,00,GHL05640C00511800,30000,Y,N,N,N,N,Y
Z07496,1,06/12/2011 12:00 AM,074,5500 PINE ST,,,OMAHA,NE,68106,93,WHI,OLDS,,4DR,RVR159,NE,12,1G3AG55N1P6376859,1000,Y,N,N,N,N,N
Z07507,1,,000,,,,,,,93,GRN,CHEV,TK,UT,RLY,NE,10,1GNFK1GKXPJ354560,,N,N,N,N,N,N
Z07509,1,,000,,,,,,,96,WHI,BUIC,CNT,4D,RPM265,NE,11,1G4AG55M9T6454835,,N,N,N,N,N,N
Z07518,1,06/15/2011 12:00 AM,064,4056 I ST,,,OMAHA,NE,68107,96,DBL,CHEV,,PK,,,00,2GCEK19W6T1175231,3500,Y,N,N,N,N,Y
Z07532,1,06/14/2011 12:00 AM,039,2800 MANDERSON ST,,,OMAHA,NE,68111,99,GRN,FORD,TAU,4D,,,00,1FAFP53U2XA128171,,Y,N,N,N,N,N
Z07536,1,,000,,,,,,,03,GRY,DODG,INT,4D,606SZG,IA,11,2B3HD46RX3H577558,,N,N,N,N,N,N
Z07545,1,06/13/2011 12:00 AM,054,3000 DODGE ST,,,OMAHA,NE,68131,96,WHI,CHEV,COR,4D,RYR903,NE,12,1G1LD5546TY235351,1500,Y,N,N,N,N,N
Z07689,1,06/16/2011 12:00 AM,053,2600 DOUGLAS ST,,,OMAHA,NE,68131,90,RED,DODG,,PK,RWZ410,NE,12,1B7HM16Z7LS661407,1000,Y,N,N,N,N,N
Z07702,1,06/20/2011 12:00 AM,073,4600 FARNAM ST,,,OMAHA,NE,68132,01,GLD,FORD,TK,PK,RZN448,NE,12,1FTZR15U31PA55405,,Y,N,N,N,N,N
Z07714,1,07/05/2011 12:00 AM,023,5620 N 52 ST,,,OMAHA,NE,68104,99,GRN,FORD,TK,PK,PUV824,NE,11,1FTRX17L4XKA22428,5000,N,N,N,N,N,N
Z04049,1,05/29/2011 12:00 AM,068,3100 T ST,,,OMAHA,NE,68107,01,BLU,HYUN,ACC,2DR,RVR859,NE,12,KMHCG35C01U139662,3000,Y,N,N,N,N,N
Z08322,1,06/18/2011 12:00 AM,064,3400 K ST,,,OMAHA,NE,,97,GRN,JEEP,TK,LL,SDI350,NE,12,1J4FJ68S8VL500942,,Y,N,N,N,N,N
Z08330,1,,000,,,,,,,97,MAR,CHEV,,PK,REL862,NE,11,2GCEK19R2V1162019,4000,Y,N,N,N,N,N
Z07777,1,,000,,,,,,,05,SIL,MAZD,,4DR,RYJ070,TX,12,JM1BK123651270948,,Y,N,N,N,N,N
Z07835,1,06/23/2011 12:00 AM,047,2400 BLONDO ST,,,OMAHA,NE,68111,03,,CHRY,,,,,00,,,N,N,N,N,N,N
Z08362,1,06/15/2011 12:00 AM,087,PIEDMONT DR/MASON CR,,,,,,07,GRY,TOYT,CAM,4D,RVU896,NE,12,4T1BE46K67U636639,,N,N,N,N,N,N
Z07865,1,,000,,,,,,,84,WHI,GMC,,PK,,,00,,,Y,N,N,N,N,N
Z07917,1,06/14/2011 12:00 AM,044,3319 MYRTLE AV,,,OMAHA,NE,68131,03,RED,DODG,STR,4DR,RWP151,NE,12,1B3AL46X93N599223,3500,Y,N,N,N,N,N
Z07973,1,06/19/2011 12:00 AM,081,3005 S 106 ST,,,OMAHA,NE,68124,07,BLK,MITS,TK,UT,BREADSOX,NE,12,JA4MT31XX7U008142,21000,Y,N,N,N,N,Y
Z08011,1,06/15/2011 12:00 AM,047,3000 SEWARD ST,,,OMAHA,NE,68111,97,RED,GMC,TK,PK,RNZ836,NE,11,1GTCS1446VK512884,,N,N,N,N,N,Y
Z08049,1,,000,,,,,,,00,WHI,,,,,,00,NONE,8000,Y,N,N,N,N,N
Z08073,1,06/14/2011 12:00 AM,029,5000 UNDERWOOD AV,,,OMAHA,NE,68132,00,GLD,TOYT,CAM,4DR,29Y965,NE,12,JT2BG22KXY0519401,3500,Y,N,N,N,N,N
Z08118,1,06/20/2011 12:00 AM,053,408 S 24 ST,,,OMAHA,NE,68102,94,BLU,MAZD,,4DR,PEH953,NE,10,1YVGE22C8R5151732,,Y,N,N,N,N,N
Z08165,1,,000,,,,,,,00,RED,FORD,TK,LL,RWV677,NE,12,1FMZU73E2YZA77290,2000,N,N,N,N,N,N
Z08183,1,,000,,,,,,,88,RED,CHEV,,PK,RMZ189,NE,11,1GCDK14KXJZ239226,4000,Y,N,N,N,N,N
Z08188,1,06/16/2011 12:00 AM,086,11900 FARNAM ST,,,OMAHA,NE,68154,10,RED,FORD,TK,PK,RMX542,NE,11,1FTSW2B59AEA02779,,Y,N,N,N,N,Y
Z08225,1,,000,,,,,,,02,RED,JEEP,,SUV,RTZ564,NE,12,1J4GL48K32W282857,,N,N,N,N,N,N
Z08230,1,11/03/2011 12:00 AM,082,9802 V PA,,,OMAHA,NE,68127,00,WHI,PONT,GRA,2D,3EB649,SD,11,1G2WP12K2YF200109,3000,Y,N,N,N,N,N
Z08236,1,,000,,,,,,,90,RED,NISS,,2D,SCN044,NE,12,JN1HS34PXLW107325,600,N,N,N,N,N,N
Z08242,1,06/16/2011 12:00 AM,074,7200 PACIFIC ST,,,OMAHA,NE,68114,96,BLU,FORD,CON,4DR,CAC3566,MI,11,1FALP6537TK162415,1200,Y,N,N,N,N,N
Z08412,1,,000,,,,,,,08,SIL,,,SCOOTER,,,00,RFBU6G1018B000552,,Y,N,N,N,N,N
Z08443,1,,000,,,,,,,02,GRY,CHEV,TK,PK,SBP227,NE,12,1GCEK19TX2E209111,12000,Y,N,N,N,N,Y
Z08456,1,06/17/2011 12:00 AM,067,6803 S 27 ST,,,OMAHA,NE,68107,92,RED,CHEV,,SUV,,,00,1GNCS18Z1N0120890,,Y,N,N,N,N,N
Z08264,1,06/15/2011 12:00 AM,065,3701 S 10 ST,,,OMAHA,NE,68108,02,BLU,FORD,TK,VN,697TET,IA,12,2FMZ25242BA81470,,Y,N,N,N,N,Y
Z09079,1,,000,,,,,,,01,WHI,CHEV,,UT,012YJB,IA,12,1GNEK13T21J106058,7500,Y,N,N,N,N,N
Z09149,1,,000,,,,,,,96,BLK,FORD,PRO,2D,RWW503,NE,11,1ZVLT20A8T5116074,,Y,N,N,N,N,Y
Z09169,1,,000,,,,,,,97,WHI,MITS,,2D,,,00,,,Y,N,N,N,N,N
Z09222,1,,000,,,,,,,93,GRN,MERC,SAB,SW,,,00,1MELM58U3PG644906,1000,Y,N,N,N,N,N
Z09231,1,06/25/2011 12:00 AM,043,4018 CHARLES ST,,,OMAHA,NE,68131,82,BLU,OLDS,DEL,4DR,RJI465,NE,11,1G3AY69Y3CM214082,500,Y,N,N,N,N,N
Z09235,1,07/06/2011 12:00 AM,095,UNKNOWN ST,,,LAVISTA,NE,,00,SIL,HOND,CIV,4D,RML571,NE,11,2HGEJ6617YH550858,5000,Y,N,N,N,N,N
Z09243,1,,000,,,,,,,12,MAR,FORD,,4D,PAE631,NE,11,3FAHP0JGXBR270419,15000,Y,N,N,N,N,Y
Z09248,1,,000,,,,,,,01,BLU,FORD,TK,PK,SCU565,NE,12,1FTYR10C51PA42911,7000,Y,N,N,N,N,N
Z09268,1,06/19/2011 12:00 AM,087,15212 CEDAR CR,,,OMAHA,NE,68144,08,WHI,FORD,EXP,UT,BROTZ,NE,00,1FMFU20538LA37247,,N,N,N,N,N,N
Z09289,1,,000,,,,,,,05,RED,SUZU,,MC,RKU264,NE,12,JS1GN7CA052110002,,Y,N,N,N,N,N
Z09290,1,06/21/2011 12:00 AM,091,1 UNK ST,,,CO BLUFFS,IA,,95,RED,PLYM,NEO,2DR,,,00,1P3ES42C5SD298006,1000,Y,N,N,N,N,N
Z09309,1,06/20/2011 12:00 AM,021,2905 N 59 ST,,,OMAHA,NE,68104,04,WHI,FORD,RAN,TK,PDN252,NE,12,1FTZR15E34PB25790,15000,N,N,N,N,N,N
Z09316,1,,000,,,,,,,82,BLK,FORD,,SUV,,,00,1FMDU15E8CLA60834,1000,Y,N,N,N,N,N
Z09325,1,,000,,,,,,,92,BLU,BUIC,,4DR,RHK069,NE,11,3G4AL54N6NS603304,1800,Y,N,N,N,N,N
Z09342,1,,000,,,,,,,04,SIL,TOYT,,TRK,RHX316,NE,11,5TEPM62N14Z363282,,N,N,N,Y,N,N
Z09355,1,07/21/2011 12:00 AM,075,6261 BUCKINGHAM AV,,,OMAHA,NE,68117,97,GRN,JEEP,CRK,UT,RIB771,NE,11,1J4FJ27S6VL550863,,Y,N,N,N,N,N
Z09402,1,06/22/2011 12:00 AM,059,700 PINE ST,,,OMAHA,NE,68108,00,GRN,FORD,EXP,SUV,335BJB,MN,12,1FMZU83PXYZC14063,6500,Y,N,N,N,N,N
Z09424,1,,000,,,,,,,00,YEL,,,,,,00,,,Y,N,N,N,N,N
Z09426,1,06/21/2011 12:00 AM,072,4500 H ST,,,OMAHA,NE,,02,MAR,DODG,NEO,4D,SCV974,NE,11,1B3ES46CX2D634681,3300,Y,N,N,N,N,N
Z09470,1,,000,,,,,,,08,RED,KAWK,,MC,RPB363,NE,11,JKAEXM0198DA07109,2500,Y,N,N,N,N,N
Z09478,1,06/20/2011 12:00 AM,038,3335 AMES AV,,,OMAHA,NE,68111,08,GRY,DODG,RAM,PK,ONO788,NE,10,1D7HU18258S596571,,Y,N,N,N,N,N
Z09503,1,06/21/2011 12:00 AM,063,2106 S 38 ST,,,OMAHA,NE,68105,90,WHI,BUIC,,4D,PUR390,NE,11,1G4CW54C8L1630050,3000,Y,N,N,Y,N,N
Z09504,1,,000,,,,,,,00,RED,,,,,,00,NONE,,N,N,N,N,N,N
Z09510,1,06/22/2011 12:00 AM,095,DOUGLAS COUNTY ST,,,,,,94,WHI,TOYT,TK,PK,553XOX,IA,12,4TARN81A9RZ309677,1000,Y,N,N,N,N,N
Z08475,1,08/08/2011 12:00 AM,095,UNION NEBRASKA ST,,,,,,09,RED,CHEV,,UT,NOEL94,IL,11,1GNFK33019J113939,40000,Y,N,N,N,N,N
Z09531,1,,000,,,,,,,04,GRN,,,ATV,,,00,4XACH68A94AE41216,6500,Y,N,N,N,N,N
Z09576,1,,000,,,,,,,81,BLK,HOND,,MC,,,00,JH2PC0119BM203372,300,Y,N,N,N,N,N
Z09605,1,,000,,,,,,,82,ONG,HOND,,,PWJ53,KS,11,JH2AB1321CK005970,1000,Y,N,N,N,N,N
Z09666,1,06/22/2011 12:00 AM,053,1200 LEAVENWORTH ST,,,OMAHA,NE,68102,89,BLK,FORD,FES,2DR,SBC635,NE,12,KNJBT06KXK6157346,20,Y,N,N,N,N,N
Z09672,1,06/20/2011 12:00 AM,068,3300 DREXEL ST,,,OMAHA,NE,68107,89,BLU,OLDS,CUT,4DR,PFB158,NE,11,2G3AM51W0K2438966,350,Y,N,N,N,N,N
Z09773,1,11/01/2011 12:00 AM,073,904 S 48 ST,,,OMAHA,NE,68106,06,BLU,YAMA,,,PRY829,NE,11,LPRSE13YX6A351559,,Y,N,N,N,N,N
Z09812,1,06/27/2011 12:00 AM,044,1415 N 33 ST,,,OMAHA,NE,68131,97,GLD,CADI,DEV,4D,RWZ192,NE,11,1G6KD52Y8VU2262624,2500,N,N,N,N,N,N
Z09847,1,,000,,,,,,,04,BLK,DODG,RAM,PK,RVI592,NE,12,3D7KU28D14G137245,,Y,N,N,N,N,N
Z09904,1,,000,,,,,,,95,BLK,ACUR,INT,2H,SCN261,NE,12,,,Y,N,N,N,N,N
Z09994,1,06/21/2011 12:00 AM,067,2800 DREXEL ST,,,OMAHA,NE,68107,93,RED,CHEV,,PK,SCV872,NE,12,2GCEK19K2P1201083,1000,Y,N,N,N,N,N
Z10004,1,,000,,,,,,,95,WHI,OLDS,,4DR,29BG43,NE,11,1G3AJ55M4S6394564,1400,N,N,N,N,N,N
Z10013,1,06/22/2011 12:00 AM,091,15900 WEST DODGE RD,,,OMAHA,NE,68118,04,GRY,CHEV,IMP,4D,6A359,NE,12,2G1WH52K449262395,,Y,N,N,N,N,Y
Z10027,1,06/29/2011 12:00 AM,075,3650 S 72 ST,,,OMAHA,NE,68124,07,GRY,TOYT,CAM,4DR,RXJ930,NE,12,,,Y,N,N,N,N,N
Z08589,1,06/16/2011 12:00 AM,083,4819 S 131 ST,,,OMAHA,NE,68137,05,RED,HYUN,SON,LL,RWI969,NE,12,KMHWF35H45A094275,,N,N,N,N,N,N
Z08592,1,06/16/2011 12:00 AM,015,19800 FORT ST,,,OMAHA,NE,,95,RED,DODG,RAM,PK,,,00,1B7HF16Z0SS108722,,Y,N,N,N,N,N
Z10033,1,06/22/2011 12:00 AM,038,2400 EVANS ST,,,OMAHA,NE,68111,06,BLU,YAMA,,,RGU028,NE,10,LPRSEY56A357592,2500,Y,N,N,N,N,N
Z10038,1,,000,,,,,,,04,SIL,CHEV,TRA,UT,PUN635,NE,11,1GNDT13S142343381,8000,Y,N,N,N,N,Y
Z10102,1,07/02/2011 12:00 AM,095,UNKNOWN ST,,,GRANTS PASS,OR,,04,ONG,,TOW,TL,,,00,03TD111171DTD5896,1597,Y,N,N,N,N,N
Z10140,1,06/22/2011 12:00 AM,048,2014 N 16 ST,,,OMAHA,NE,68110,97,RED,FORD,EXP,UT,RPL753,NE,11,1FMDU24E6VUB25913,2500,N,N,N,N,N,N
Z10147,1,06/22/2011 12:00 AM,067,2502 DREXEL ST,,,OMAHA,NE,68107,93,RED,CHEV,,PK,SCV872,NE,11,2GCEK19K2P1201082,3000,Y,N,N,Y,N,N
Z10177,1,06/28/2011 12:00 AM,095,1 COUNCIL BLUFFS PD ST,,,COUNCIL BLUFFS,IA,,00,BLK,DODG,RAM,PK,RCB278,NE,11,3B7HF13Z7YM237658,7000,Y,N,N,N,N,N
Z10200,1,,000,,,,,,,95,BLU,GEO,PRI,4D,RVT265,NE,12,1Y1SK5265SZ093173,1000,Y,N,N,N,N,N
Z10212,1,06/29/2011 12:00 AM,091,8003 S 48 ST,,,BELLEVUE,NE,,95,WHI,OLDS,CUT,4D,185XFL,IA,11,1G3AJ55MXS6422948,,Y,N,N,N,N,N
Z10242,1,06/28/2011 12:00 AM,045,620 N 40 ST,,,OMAHA,NE,68131,99,WHI,FORD,,4D,RNT912,NE,11,LFAFP71W4XX203976,,Y,N,N,N,N,N
Z10402,1,,000,,,,,,,00,,,,,,,00,NONE LISTED,,Y,N,N,N,N,N
Z10423,1,,000,,,,,,,96,RED,FORD,,2D,RWZ972,NE,12,1FALP6242TH107736,2500,N,N,N,N,N,N
Z10429,1,,000,,,,,,,97,GRN,HOND,,4D,RPN392,NE,11,2HGEJ6671VH517600,800,Y,N,N,N,N,N
Z10478,1,,000,,,,,,,96,BLK,KAWK,,MC,RNE284,NE,11,JKAZX2B1XTA028174,,Y,N,N,N,N,N
Z08658,1,,000,,,,,,,99,BLU,DODG,,SUV,RMY752,NE,11,1B4HS28Y3XF677017,5000,Y,N,N,N,N,N
Z10503,1,06/23/2011 12:00 AM,039,2900 CR/PINKNEY ST,,,OMAHA,NE,,10,RED,KIA,FOR,2D,SAA083,NE,12,KNAFU6A26A5252578,15000,N,N,N,N,N,N
Z10508,1,,000,,,,,,,96,BLK,KAWK,,MC,RNE284,NE,11,JKAZX2B1XTA028174,,Y,N,N,N,N,N
Z10509,1,06/29/2011 12:00 AM,071,4300 MONROE ST,,,OMAHA,NE,68107,00,BLK,CHEV,IMP,4D,RVZ973,NE,12,2G1WH55K1Y9274635,7000,Y,N,N,N,N,N
Z10530,1,06/28/2011 12:00 AM,011,1925 N 123 ST,,,OMAHA,NE,68154,03,RED,HOND,,MC,,,00,1HFSC46013A109490,,Y,N,N,N,N,N
Z10575,1,06/27/2011 12:00 AM,013,6457 N 107 CT,,,OMAHA,NE,68134,02,GLD,FORD,,SUV,RIW647,NE,11,1FMZU72E522B51584,2000,N,N,N,N,N,Y
Z10589,1,06/26/2011 12:00 AM,061,2410 S 16 ST,,,OMAHA,NE,68108,90,WHI,CHEV,,VAN,RID484,NE,11,1GCDL15ZLB170428,,Y,N,N,N,N,Y
Z10608,1,06/24/2011 12:00 AM,027,4818 SPAULDING ST,,,OMAHA,NE,68104,03,WHI,,,,,,00,4J6SC10193B045512,,N,N,N,N,N,N
Z10833,1,07/08/2011 12:00 AM,064,4200 D ST,,,OMAHA,NE,68107,99,WHI,MITS,ECL,2D,34SW74,MA,11,4A3AK44Y3XE021702,3000,Y,N,N,N,N,Y
Z10855,1,,000,,,,,,,10,GRN,,,TL,XKU917,NE,11,NONE,500,Y,N,N,N,N,N
Z10896,1,,000,,,,,,,62,GRN,,,BOAT,NB114ABK,NE,08,LWNZ0462M81H,5000,Y,N,N,N,N,N
Z08701,1,06/18/2011 12:00 AM,095,UNKNOWN ST,,,COUNCIL BLUFFS,IA,,89,BLK,FORD,BRO,UTL,RMB000,NE,11,1FMCU14T6KUA96431,,Y,N,N,N,N,N
Z08707,1,09/18/2011 12:00 AM,064,4201 S 38 ST,,,OMAHA,NE,68107,91,WHI,CHEV,TK,PK,RIT417,NE,11,2GCFK29K5M1173379,1000,Y,N,N,N,N,Y
Z08711,1,06/18/2011 12:00 AM,036,90 BROWNE ST,,,OMAHA,NE,,90,RED,CHEV,TK,PK,RVH738,NE,11,1GCDC14ZXLE246830,1500,Y,N,N,N,N,N
Z08717,1,06/17/2011 12:00 AM,038,3226 N 28 ST,,,OMAHA,NE,68111,94,WHI,OLDS,,4D,SDM834,NE,12,1G3HW52L0R4824918,,Y,N,N,N,N,N
Z08723,1,07/03/2011 12:00 AM,084,2917 S 134 AV,,,OMAHA,NE,68144,90,RED,TOYT,CEL,2D,484XLD,IA,11,JT2ST87F0L0054016,,Y,N,N,N,N,N
Z08731,1,,000,,,,,,,00,,,,,,,00,,,Y,N,N,N,N,N
Z10973,1,06/26/2011 12:00 AM,095,1 UNK ST,,,OMAHA,NE,,05,BLK,STRN,,SUV,RAR740,NE,11,5GZCZ63435S823570,9000,Y,N,N,N,N,N
Z10982,1,06/28/2011 12:00 AM,075,MERCY/AKSARBEN ST,,,,,,93,BLU,FORD,TK,PK,RSV745,NE,12,1FTEX15N0PKB91848,1900,Y,N,N,N,N,N
Z10988,1,,000,,,,,,,95,GRN,LEXS,GS,4D,RMK870,NE,11,JT8JS47E8S0103580,3000,N,N,N,N,N,N
Z08748,1,,000,,,,,,,08,SIL,,,TLR,XIC223,NE,11,4TCSS21638H105388,,Y,N,N,N,N,N
Z08770,1,07/20/2011 12:00 AM,095,UNK ST,,,,,,03,GLD,MAZD,,UT,766EUW,OK,11,4F2YZ04153KM42874,7000,Y,N,N,N,N,N
Z11074,1,06/29/2011 12:00 AM,063,3275 HASCALL ST,,,OMAHA,NE,68105,89,MAR,CHEV,CAP,4D,RNC746,NE,11,1G1BU51E9KR228011,900,Y,N,N,N,N,N
Z11076,1,08/25/2011 12:00 AM,095,UNKNOWN ST,,,COUNCIL BLUFFS,IA,,94,WHI,HOND,ACC,4D,,,00,1HGCD5633RA071752,2500,Y,N,N,N,N,N
Z11080,1,06/26/2011 12:00 AM,066,1400 V ST,,,OMAHA,NE,,02,TAN,BUIC,,4D,RWX766,NE,11,2G4WS52J421119714,5000,Y,N,N,N,N,Y
Z11109,1,,000,,,,,,,04,TAN,DODG,RAM,PK,PKJ637,NE,11,1D7HU18D54S760834,15000,Y,N,N,N,N,N
Z11182,1,06/27/2011 12:00 AM,048,1000 CLARK ST,,,OMAHA,NE,68110,80,WHI,,,TRAILER,XKZ944,NE,11,,200,Y,N,N,N,N,N
Z11198,1,08/01/2011 12:00 AM,013,3950 N 104 CT,,,OMAHA,NE,68134,05,SIL,DODG,TK,PK,RHW462,NE,11,1D7HU18D85S325551,16000,Y,N,N,N,N,N
Z11204,1,06/20/2011 12:00 AM,038,1800 LOCUST ST,,,OMAHA,NE,68110,98,WHI,FORD,,PK,,,00,1FDNF80C1WVA32850,20000,Y,N,N,N,N,N
Z11262,1,07/06/2011 12:00 AM,079,8611 T PA,,,OMAHA,NE,68127,99,BLK,DODG,TK,PK,463XFQ,IA,11,3B7KF236XXG141893,4000,Y,N,N,N,N,N
Z11264,1,06/27/2011 12:00 AM,034,4200 FONTENELLE BD,,,OMAHA,NE,68104,95,BLK,CHEV,,UTL,RPM253,NE,11,1GNCT18W8S2150746,4800,Y,N,N,N,N,N
Z11309,1,07/01/2011 12:00 AM,027,4328 EMMET ST,,,OMAHA,NE,68111,00,MAR,PLYM,VOY,VAN,RWC891,NE,11,2P4GP2439YR565337,4000,N,N,N,N,N,N
Z11342,1,06/27/2011 12:00 AM,044,1014 N 31 AV,,,OMAHA,NE,68131,91,BLU,PONT,,4DR,14989,NE,12,1G2WH54TXMF288072,,N,N,N,N,N,N
Z11382,1,,000,,,,,,,05,BLK,,,,XKZ272,NE,11,,,Y,N,N,N,N,N
Z11417,1,09/11/2011 12:00 AM,064,2700 ED BABE GOMEZ AV,,,OMAHA,NE,,03,RED,FORD,,4D,617DNI,KS,11,,,Y,N,N,N,N,N
Z11463,1,06/27/2011 12:00 AM,091,2900 DREXEL ST,,,OMAHA,NE,68107,92,BLU,OLDS,SCI,4DR,PCX174,NE,11,1G3AL54N1N6324822,250,Y,N,N,N,N,N
Z08827,1,06/17/2011 12:00 AM,051,105 N 31 ST,,,OMAHA,NE,68131,00,GRN,BUIC,REG,4D,RTI614,NE,12,,,N,N,N,N,N,Y
Z11506,1,07/16/2011 12:00 AM,062,2423 S 18 ST,,,OMAHA,NE,68108,00,GRN,DODG,,SV_________,RMY145,NE,11,2B4GP2530YR571317,8000,Y,N,N,N,N,N
Z11611,1,06/29/2011 12:00 AM,026,4800 FOWLER AV,,,OMAHA,NE,68104,04,SIL,FORD,TAU,4D,OWN791,NE,11,1FAFP55224A214717,4000,Y,N,N,N,N,Y
Z11629,1,06/29/2011 12:00 AM,044,3716 LINCOLN BD,,,OMAHA,NE,68131,06,GRY,ACUR,,4D,,,00,JH4CL96956C011175,,Y,N,N,N,N,N
Z11660,1,06/28/2011 12:00 AM,023,5802 AMES AV,,,OMAHA,NE,68104,05,MAR,CHEV,VEN,VN,,,00,1GNDV33E95D128684,5000,Y,N,N,N,N,N
Z11700,1,,000,,,,,,,98,BLU,BUIC,PAR,4DR,OVA029,NE,10,1G4CW52K7W4625628,825,Y,N,N,N,N,N
Z11717,1,,000,,,,,,,68,BLK,,,TRL,XPJ622,NE,12,,,Y,N,N,N,N,N
Z11760,1,07/01/2011 12:00 AM,067,2844 U ST,,,OMAHA,NE,,05,SIL,DODG,NEO,4D,RTG764,NE,12,1B3ES56C35D245634,3000,Y,N,N,N,N,Y
