RestaurantName,Rating,InspectionDate,Location 1
TACO JOHN'S,STANDARD,02/24/2011 12:00 AM,"8303 MAPLE ST
Omaha, NE
(41.285017052149215, -96.04258097449741)"
TACO JOHN'S,STANDARD,07/08/2011 12:00 AM,"1115 SO SADDLE CREEK RD
Omaha, NE
(41.24829773369288, -95.98831588324947)"
TACO JOHN'S,EXCELLENT,03/07/2011 12:00 AM,"350 NO 168 CIR
Omaha, NE
(41.26111824276031, -96.17712462110647)"
TACO JOHN'S,EXCELLENT,03/10/2011 12:00 AM,"2901 NO 108 ST
Omaha, NE
(41.284594370795446, -96.08146765904434)"
TACO JOHN'S,EXCELLENT,06/28/2010 12:00 AM,"5445 L ST
Omaha, NE
(41.21221364743454, -95.99823508976354)"
TACO JOHN'S,EXCELLENT,05/11/2011 12:00 AM,"15375 WEIR ST
Omaha, NE
(41.206317381365125, -96.15499622815992)"
TACO PEPE,STANDARD,03/30/2011 12:00 AM,"4963 CENTER ST
Omaha, NE
(41.241497995692555, -95.98926634063398)"
TACOS TOO,EXCELLENT,03/16/2011 12:00 AM,"210 SO 16 ST
Omaha, NE
(41.25834316076015, -95.93718043266347)"
TAJ (THE),EXCELLENT,06/20/2011 12:00 AM,"654 NO 114 ST
Omaha, NE
(41.26556567202627, -96.09105051010425)"
TANDURI FUSION INDIAN RESTAURANT,STANDARD,05/27/2011 12:00 AM,"2537 SO 174 PLZ
Omaha, NE
(41.23586236249515, -96.1871325982124)"
TANGIER TEMPLE,EXCELLENT,03/29/2011 12:00 AM,"TANGIER WAY AT 84TH ST
Omaha, NE
(41.23238872699454, -96.04311157449467)"
TANNERS BAR & GRILL,STANDARD,04/28/2011 12:00 AM,"15505 RUGGLES ST STE 106
Omaha, NE
(41.29635750293869, -96.15762224848544)"
TAQUERIA EL PAISA,STANDARD,05/04/2010 12:00 AM,"4833 SO 24 ST
Omaha, NE
(41.21008554066793, -95.94706398176544)"
TAQUERIA EL PALENQUE,STANDARD,03/15/2011 12:00 AM,"840 SO 24 ST
Omaha, NE
(41.250869794696655, -95.94708196820602)"
TAQUERIA EL PELIGRO,STANDARD,02/03/2011 12:00 AM,"1621 VINTON ST
Omaha, NE
(41.234219239071585, -95.93758866197346)"
TAQUERIA EL REY,FAIR,10/07/2010 12:00 AM,"5201 SO 24 ST
Omaha, NE
(41.205534161809815, -95.94700010734677)"
TAQUERIA LA ESMERALDA,STANDARD,03/25/2010 12:00 AM,"3215 Q ST
Omaha, NE
(41.20547201865759, -95.9617499105039)"
TAQUERIA TIJUANA,FAIR,03/22/2010 12:00 AM,"5139 SO 24 ST
Omaha, NE
(41.20576879492728, -95.94707297498576)"
TAQUERIA VALADEZ,STANDARD,04/21/2011 12:00 AM,"6621 RAILROAD AVE
Omaha, NE
(41.19298043567062, -95.93884417841764)"
TAQUERIA VALADEZ,STANDARD,07/07/2011 12:00 AM,"3223 Q ST
Omaha, NE
(41.205463025437325, -95.96228950372148)"
TARGET STORES INC,EXCELLENT,03/01/2011 12:00 AM,"12500 K PLZ
Omaha, NE
(41.213413032176334, -96.10940959449471)"
TARGET STORES INC,EXCELLENT,04/27/2011 12:00 AM,"6636 NO 73 PLZ
Omaha, NE
(41.3193441740076, -96.02538593729719)"
TARGET STORES INC,EXCELLENT,07/18/2011 12:00 AM,"7200 DODGE ST
Omaha, NE
(41.259629191262036, -96.02456755425055)"
TAS'S THAI PEPPER,STANDARD,04/18/2011 12:00 AM,"12775 Q ST
Omaha, NE
(41.205184235608215, -96.11401412328468)"
TASTE,EXCELLENT,03/30/2011 12:00 AM,"11036 ELM ST
Omaha, NE
(41.23267919506206, -96.08482197002076)"
TASTE OF THAILAND,EXCELLENT,02/17/2011 12:00 AM,"15712 W CENTER RD
Omaha, NE
(41.23403448630819, -96.16008639084572)"
TAVERN ON Q,STANDARD,09/02/2010 12:00 AM,"18010 R PLZ
Omaha, NE
(41.20385323900484, -96.19747120760377)"
TAXI'S GRILLE & BAR,EXCELLENT,07/08/2011 12:00 AM,"1822 NO 120 ST
Omaha, NE
(41.27688168927217, -96.10057197589636)"
TCBY,STANDARD,04/20/2011 12:00 AM,"14506 W CENTER RD
Omaha, NE
(41.23396642556564, -96.14088079425754)"
TCBY,EXCELLENT,03/21/2011 12:00 AM,"14615 W MAPLE RD
Omaha, NE
(41.292085723299465, -96.14215390958151)"
TCBY/SUBWAY,EXCELLENT,05/12/2010 12:00 AM,"7616 DODGE ST
Omaha, NE
(41.2596921438041, -96.0323197101431)"
TD AMERITRADE,STANDARD,01/04/2010 12:00 AM,"10826 FARNAM ST
Omaha, NE
(41.2582892014384, -96.08003773701773)"
TD AMERITRADE,STANDARD,04/04/2010 12:00 AM,"10825 FARNAM ST
Omaha, NE
(41.25746182517145, -96.07849989634764)"
TD AMERITRADE,STANDARD,01/04/2010 12:00 AM,"10842 FARNAM ST
Omaha, NE
(41.258837787876246, -96.08135974040084)"
TD AMERITRADE/GUCKENHEIMER FOOD SERVICE,STANDARD,05/23/2011 12:00 AM,"4211 SO 102 ST
Omaha, NE
(41.219276611807345, -96.07180894044967)"
TD AMERITRADE PARK / LEVY FOODSERVICE,STANDARD,06/20/2011 12:00 AM,"1200 MIKE FAHEY DR
Omaha, NE
(41.265898596621454, -95.93185782654126)"
TEACHER ADMIN CENTER,EXCELLENT,07/14/2011 12:00 AM,"3215 CUMING ST
Omaha, NE
(41.26796590647365, -95.9602390494947)"
TEA SMITH (THE),EXCELLENT,07/27/2011 12:00 AM,"345 NO 78 ST
Omaha, NE
(41.26238925662752, -96.03703708180524)"
TED & WALLY'S ICE CREAM,EXCELLENT,04/22/2011 12:00 AM,"1120 JACKSON ST
Omaha, NE
(41.254377150610935, -95.93161362930209)"
TEL JED SOKOL AUDITORIUM,STANDARD,09/10/2010 12:00 AM,"2234 SO 13 ST
Omaha, NE
(41.238459150692336, -95.93334032759833)"
TEMPLO CANAAN AD,STANDARD,04/21/2011 12:00 AM,"5223 SO 20 ST
Omaha, NE
(41.20403310341072, -95.94167704280994)"
TENNIS CLUB INC (THE),STANDARD,12/08/2010 12:00 AM,"4718 NO 120 ST
Omaha, NE
(41.30284161476993, -96.10065919114959)"
TERRI'S KITCHEN,EXCELLENT,04/20/2011 12:00 AM,"8806 NO 30 ST
Omaha, NE
(41.34007198576397, -95.96153318178585)"
TEXAS ROADHOUSE,EXCELLENT,07/29/2011 12:00 AM,"520 NO 155 PLZ
Omaha, NE
(41.26463841496525, -96.15696574340404)"
TGI FRIDAYS,STANDARD,01/28/2011 12:00 AM,"10000 CALIFORNIA
Omaha, NE
(41.264523028662666, -96.06701102755102)"
THAI KITCHEN,STANDARD,03/27/2011 12:00 AM,"16909 LAKESIDE HILLS
Omaha, NE
(41.260689999643944, -95.94059000012828)"
THAI PEPPER,EXCELLENT,03/25/2011 12:00 AM,"631 NO 114 ST
Omaha, NE
(41.265131931979646, -96.09093473797078)"
THAI SPICE,EXCELLENT,03/29/2011 12:00 AM,"2933 NO 108 ST
Omaha, NE
(41.284936113166566, -96.08147665226466)"
THAI SPICE,FAIR,06/16/2011 12:00 AM,"555 NO 155 PLZ
Omaha, NE
(41.263703484793936, -96.15638394260911)"
THRIFTY STOP CONOCO,STANDARD,06/30/2011 12:00 AM,"6000 GROVER ST
Omaha, NE
(41.22696581515788, -96.00513320519735)"
TIENDA DE BENITO,STANDARD,06/27/2011 12:00 AM,"1015 PARK AVE
Omaha, NE
(41.250249262496425, -95.95582337833082)"
TIGER TOM'S PUB,STANDARD,07/29/2011 12:00 AM,"7103 MILITARY AVE
Omaha, NE
(41.296663272428646, -96.02213938477144)"
TIME CLOCK LOUNGE,STANDARD,03/25/2011 12:00 AM,"4601 SO 90 ST
Omaha, NE
(41.21321320282141, -96.05248157900334)"
TIME OUT FOODS,EXCELLENT,04/12/2011 12:00 AM,"3518 NO 30 ST
Omaha, NE
(41.291159421609336, -95.95657880883545)"
TIP TOP BALLROOM,EXCELLENT,01/09/2010 12:00 AM,"1502 CUMING ST
Omaha, NE
(41.26800318258563, -95.93593675267383)"
TLC / PHATBOYZ,STANDARD,06/03/2011 12:00 AM,"4724 NO 24 ST
Omaha, NE
(41.301744441894186, -95.94692908346104)"
TOAST OF THE TOWN GIFT BASKET,EXCELLENT,04/08/2011 12:00 AM,"14010 FNB PARKWAY
Omaha, NE
(41.26385812309872, -96.13316486121614)"
TOBACCO HUT #1,EXCELLENT,02/10/2011 12:00 AM,"5826 MAPLE ST
Omaha, NE
(41.28498107926799, -96.00329858825756)"
TOBACCO HUT #15,STANDARD,06/24/2011 12:00 AM,"5434 NO 103 ST
Omaha, NE
(41.30825553338633, -96.07458784552017)"
TOBACCO & PHONES 4 LESS,STANDARD,07/14/2011 12:00 AM,"3402 SO 42 ST
Omaha, NE
(41.227847150746584, -95.97584228670303)"
TOBACCO & PHONES 4 LESS,STANDARD,04/12/2010 12:00 AM,"4429 CALIFORNIA
Omaha, NE
(41.264709497268825, -95.98027109743717)"
TOBACCO & PHONES 4 LESS,FAIR,04/27/2010 12:00 AM,"4108 DODGE ST
Omaha, NE
(41.25964717770262, -95.97489799857226)"
TOBACCO & PHONES 4 LESS,STANDARD,08/31/2010 12:00 AM,"10780 Q ST
Omaha, NE
(41.20540007289526, -96.08080216074268)"
TOBACCO & PHONES 4 LESS,STANDARD,02/17/2011 12:00 AM,"4420 SO 24 ST
Omaha, NE
(41.21557140504666, -95.94704599532486)"
TOBACCO & PHONES 4 LESS,STANDARD,03/17/2011 12:00 AM,"2014 L ST
Omaha, NE
(41.21228887963969, -95.9427562292451)"
TOBACCO & PHONES 4 LESS,STANDARD,07/11/2011 12:00 AM,"7205 LAWNDALE DR
Omaha, NE
(41.29720286564623, -96.02430675086202)"
TOBACCO & PHONES 4 LESS,STANDARD,07/21/2011 12:00 AM,"8928 MAPLE ST
Omaha, NE
(41.285197780013846, -96.05123033189005)"
TOBACCO & PHONES 4 LESS,STANDARD,07/27/2011 12:00 AM,"7204 BLONDO ST
Omaha, NE
(41.27781348269451, -96.024981242384)"
TOBACCO & PHONES 4 LESS,STANDARD,07/28/2011 12:00 AM,"5444 CENTER ST
Omaha, NE
(41.2393764591622, -95.99741702218597)"
TOBACCO ROAD DISCOUNTS,STANDARD,03/30/2011 12:00 AM,"1414 SO SADDLE CREEK RD
Omaha, NE
(41.24514111337004, -95.99035734425593)"
TODAY CAFÉ,EXCELLENT,06/18/2011 12:00 AM,"6109 MAPLE ST
Omaha, NE
(41.28499906570863, -96.00759734755763)"
TOKYO KITCHEN,FAIR,07/22/2011 12:00 AM,"14132 ARBOR ST
Omaha, NE
(41.23595458998355, -96.13588429059413)"
TOMATO TOMATO,STANDARD,02/17/2011 12:00 AM,"2634 SO 156 ST
Omaha, NE
(41.284869237845925, -96.15825278597544)"
TOMMY COLINAS KITCHEN,EXCELLENT,04/25/2011 12:00 AM,"3562 FARNAM ST
Omaha, NE
(41.2577406150005, -95.96582383929666)"
TOM'S CATERING,STANDARD,07/07/2011 12:00 AM,"9229 MORMON BRIDGE PLZ #11
Omaha, NE
(41.34300099702363, -95.98304004710015)"
TOP OF THE WORLD BUFFET,STANDARD,12/10/2010 12:00 AM,"8441 W CENTER RD
Omaha, NE
(41.23416852115378, -96.04529189082255)"
TORTILLERIA & TAQUERIA CHUVIDV,EXCELLENT,02/23/2011 12:00 AM,"3302 Q ST
Omaha, NE
(41.205454032217006, -95.96297298846378)"
TOTAL LOGISTICS SOLUTIONS,EXCELLENT,03/11/2011 12:00 AM,"6905 NO 97 CIR
Omaha, NE
(41.321331675692306, -96.0637690015077)"
TOUCH OF CLASS,EXCELLENT,03/12/2011 12:00 AM,"11220 FORT ST
Omaha, NE
(41.30676352227647, -96.08649021460599)"
TOWER 5 CAFÉ,EXCELLENT,02/15/2011 12:00 AM,"1700 FARNAM ST
Omaha, NE
(41.25762483429283, -95.93849784083822)"
TOWNE PLACE SUITES BY MARRIOTT,EXCELLENT,06/27/2011 12:00 AM,"10865 W DODGE RD
Omaha, NE
(41.26202138785999, -96.08382388276112)"
TOYS 'R' US,EXCELLENT,03/18/2011 12:00 AM,"3435 OAKVIEW DR
Omaha, NE
(41.22711869990286, -96.13650616723748)"
TRACKSIDE LOUNGE,STANDARD,02/10/2011 12:00 AM,"1506 SO 60 ST
Omaha, NE
(41.24456554727129, -96.00474649672475)"
TRADER JOE'S #719,EXCELLENT,07/08/2011 12:00 AM,"10305 PACIFIC ST
Omaha, NE
(41.24865659904577, -96.07342255362245)"
TRANQUILITY ICE PLEX,EXCELLENT,05/27/2011 12:00 AM,"12550 W MAPLE RD
Omaha, NE
(41.292428240054974, -96.10766692441526)"
TRANQUILITY SOCCER COMPLEX,STANDARD,04/05/2010 12:00 AM,"120 &amp; MAPLE
Omaha, NE
(41.260689999643944, -95.94059000012828)"
TRAVELODGE OMAHA,EXCELLENT,03/11/2011 12:00 AM,"7101 GROVER ST
Omaha, NE
(41.22703776092021, -96.02311964578337)"
TREAT AMERICA @ ACI/THE BYTE,EXCELLENT,03/08/2011 12:00 AM,"6060 COVANTRY RD
Omaha, NE
(41.260689999643944, -95.94059000012828)"
TREAT AMERICA @ AG PROCESSING,EXCELLENT,04/20/2011 12:00 AM,"12700 W DODGE RD
Omaha, NE
(41.26334339124304, -96.11172984533027)"
TREAT AMERICA CORPORATION,EXCELLENT,06/16/2011 12:00 AM,"3200 SO 60 ST
Omaha, NE
(41.229660210209296, -96.00487335156298)"
TREAT AMERICA @ ENERGY PLAZA (OPPD),EXCELLENT,02/16/2011 12:00 AM,"444 SO 16 ST
Omaha, NE
(41.25571714043457, -95.93718043266347)"
TREAT AMERICA @ LINCOLN FINANCIAL,EXCELLENT,03/17/2011 12:00 AM,"8801 INDIAN HILLS DR
Omaha, NE
(41.261805550572944, -96.04920897785337)"
TREAT AMERICA @ PETER KIEWIT CONFERENCE,EXCELLENT,07/19/2011 12:00 AM,"1313 FARNAM ST
Omaha, NE
(41.257542764154095, -95.93422166318703)"
TREAT AMERICA @ PETER KIEWIT PLAZA,EXCELLENT,04/15/2011 12:00 AM,"3555 FARNAM ST
Omaha, NE
(41.2577406150005, -95.96583283251692)"
TREAT AMERICA @ TOWER 5 CAFÉ,STANDARD,08/05/2010 12:00 AM,"1700 FARNAM ST
Omaha, NE
(41.25762483429283, -95.93849784083822)"
TREAT AMERICA @ WEST CORPORATION,EXCELLENT,06/15/2011 12:00 AM,"11808 MARACLE HILLS DR
Omaha, NE
(41.268034785003145, -96.09786648044124)"
TREAT AMERICA @ WORLD HERALD,EXCELLENT,06/15/2011 12:00 AM,"1314 DOUGLAS ST
Omaha, NE
(41.25863993702984, -95.93349321234331)"
TREE TOPS RESTAURANT,EXCELLENT,02/25/2011 12:00 AM,"3701 SO 10 ST
Omaha, NE
(41.22740648295223, -95.92942827677086)"
TRINI'S,STANDARD,02/15/2011 12:00 AM,"1020 HOWARD ST
Omaha, NE
(41.255502166606334, -95.92954069938651)"
T'S TAVERN,STANDARD,05/25/2011 12:00 AM,"7821 MILITARY AVE
Omaha, NE
(41.30340426744309, -96.03453786469922)"
TUSSEY'S CASUAL GRILL,STANDARD,07/07/2011 12:00 AM,"9229 MORMON BRIDGE PLZ
Omaha, NE
(41.34300099702363, -95.98304004710015)"
TWIN PEAKS,STANDARD,03/21/2011 12:00 AM,"17330 W CENTER RD
Omaha, NE
(41.23419636427343, -96.18533036020818)"
TWISTED CORK BISTRO,EXCELLENT,05/27/2011 12:00 AM,"10930 PACIFIC ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
TWISTED FORK GRILL & BAR,EXCELLENT,07/15/2011 12:00 AM,"1014 HOWARD ST
Omaha, NE
(41.25544734382578, -95.92996786998845)"
TWO FINE IRISHMEN,FAIR,09/02/2010 12:00 AM,"18101 R PLZ STE 108
Omaha, NE
(41.20435685934126, -96.19900904827387)"
TY'S AMAZING MOBILE UNIT,STANDARD,07/21/2011 12:00 AM,"3232 NO 24 ST
Omaha, NE
(41.288857157214295, -95.94700102922337)"
UNCLE ERNIES BBQ,STANDARD,03/16/2011 12:00 AM,"14901 INDUSTRIAL
Omaha, NE
(41.22952689868876, -96.1467931834892)"
UNDERWOOD BAR,STANDARD,03/09/2010 12:00 AM,"4918 UNDERWOOD AVE
Omaha, NE
(41.2650790827596, -95.98983573747898)"
UNION (THE),STANDARD,04/08/2010 12:00 AM,"1420 CUMING ST
Omaha, NE
(41.26801087257513, -95.93539977504543)"
UPCHURCH ELEM,SUPERIOR,02/18/2011 12:00 AM,"8686 SO 165 ST
Omaha, NE
(41.17357306627832, -96.17219126536014)"
UPSTREAM BREWING COMPANY,EXCELLENT,05/12/2011 12:00 AM,"514 SO 11 ST
Omaha, NE
(41.254718892982055, -95.93053444286693)"
UPSTREAM BREWING COMPANY WEST,SUPERIOR,07/12/2011 12:00 AM,"17070 WRIGHT PLZ
Omaha, NE
(41.23305422529626, -96.1814362958213)"
URBAN ACTIVE FITNESS,STANDARD,07/18/2011 12:00 AM,"14651 SPRAUGE ST
Omaha, NE
(41.295692004636976, -96.14302625194995)"
URBAN WINE COMPANY,STANDARD,04/22/2011 12:00 AM,"1037 JONES ST
Omaha, NE
(41.25329095123142, -95.92970257440457)"
US COLD STORAGE,EXCELLENT,07/29/2011 12:00 AM,"4302 SO 30 ST
Omaha, NE
(41.216119991484504, -95.95696551730805)"
US FOOD SERVICES,EXCELLENT,03/11/2011 12:00 AM,"6315 JOHN J PERSHING DR
Omaha, NE
(41.31759049605046, -95.93125390049033)"
UTA HALEE,SUPERIOR,06/27/2011 12:00 AM,"10625 CALHOUN RD
Omaha, NE
(41.356243356869754, -95.97790173415012)"
VALENTINO'S OF OMAHA INC,EXCELLENT,02/07/2011 12:00 AM,"5022 SO 108 ST
Omaha, NE
(41.207189106519365, -96.08149928948299)"
VALENTINO'S OF OMAHA INC,STANDARD,04/19/2011 12:00 AM,"3540 CENTER ST
Omaha, NE
(41.241525838812265, -95.96547310370522)"
VALENTINO'S OF OMAHA INC,EXCELLENT,04/20/2011 12:00 AM,"2606 SO 132 ST
Omaha, NE
(41.23469998460985, -96.1195539469852)"
VALENTINO'S OF OMAHA INC,EXCELLENT,05/19/2011 12:00 AM,"10190 MAPLE ST
Omaha, NE
(41.28516094367387, -96.07001029639105)"
VALENTINO'S OF OMAHA INC,STANDARD,07/05/2011 12:00 AM,"5070 LEAVENWORTH
Omaha, NE
(41.252444471706724, -95.99234610499157)"
VALENTINO'S OF OMAHA INC,EXCELLENT,03/16/2010 12:00 AM,"8417 PARK DR
Omaha, NE
(41.20079554410523, -96.04391197110078)"
VALENTINO'S OF OMAHA INC,EXCELLENT,02/10/2011 12:00 AM,"13805 P ST
Omaha, NE
(41.20636507549097, -96.12958267390971)"
VALLEY SERVICES INC,EXCELLENT,03/15/2011 12:00 AM,"6720 L ST
Omaha, NE
(41.21272954743404, -96.01745391699876)"
VARIEDADES SALVADORENA,STANDARD,03/26/2010 12:00 AM,"3702 Q ST
Omaha, NE
(41.205391079674996, -95.96958300537915)"
VARIETY BULK VENDING SERVICE,EXCELLENT,04/06/2011 12:00 AM,"2207 SO 13 ST
Omaha, NE
(41.23934657803126, -95.93325101439446)"
VARSITY SPORTS CAFÉ,STANDARD,05/03/2010 12:00 AM,"9735 Q ST
Omaha, NE
(41.20528972309551, -96.06461892105693)"
VARSITY SPORTS CAFÉ/ROMAN COIN PIZZA,FAIR,06/09/2011 12:00 AM,"14529 F ST
Omaha, NE
(41.2195823812973, -96.14067002823316)"
VEGALOU ULTRA BAR,EXCELLENT,04/04/2011 12:00 AM,"15475 RUGGLES
Omaha, NE
(41.29536751251041, -96.15533844294211)"
V F W POST #2503,EXCELLENT,06/29/2011 12:00 AM,"8904 MILITARY AVE
Omaha, NE
(41.31065313515499, -96.05177227923343)"
V F W POST #8334,EXCELLENT,06/08/2011 12:00 AM,"5083 SO 136 ST
Omaha, NE
(41.20575980170696, -96.12192815714252)"
VIC'S CORN POPPER,EXCELLENT,04/15/2011 12:00 AM,"3001 SO 144 ST
Omaha, NE
(41.229154416997, -96.1383808984178)"
VIC'S CORN POPPER,STANDARD,04/20/2011 12:00 AM,"14432 W CENTER RD
Omaha, NE
(41.23395845993105, -96.139451440368)"
VIC'S CORN POPPER,STANDARD,04/25/2011 12:00 AM,"12100 W CENTER RD
Omaha, NE
(41.23414909938711, -96.10197548382024)"
VIC'S CORN POPPER,EXCELLENT,03/14/2011 12:00 AM,"8499 FREDERICK ST
Omaha, NE
(41.22950824268186, -96.04536488394541)"
VIC'S CORN POPPER,STANDARD,03/31/2011 12:00 AM,"210 SO 16 ST
Omaha, NE
(41.25834316076015, -95.93718043266347)"
VICTOR'S GYRO MEDITERRANEAN,EXCELLENT,06/28/2011 12:00 AM,"4007 FARNAM ST
Omaha, NE
(41.25771277188085, -95.97346835921962)"
VIETNAMESE ASIAN RESTAURANT,STANDARD,05/12/2011 12:00 AM,"7212 JONES ST
Omaha, NE
(41.254369020849424, -96.02401722593675)"
VILLAGE AT PACIFIC SPRINGS THE,EXCELLENT,07/21/2011 12:00 AM,"805 SO 173 PLZ
Omaha, NE
(41.25273383517277, -96.18389288540499)"
VILLAGE GRINDER,FAIR,06/23/2011 12:00 AM,"8706 PACIFIC ST
Omaha, NE
(41.24885617680985, -96.04746215722669)"
VILLAGE INN #0008,EXCELLENT,05/18/2010 12:00 AM,"4416 DODGE ST
Omaha, NE
(41.25967415736352, -95.97918776465207)"
VILLAGE INN #0046,STANDARD,04/28/2011 12:00 AM,"10770 M ST
Omaha, NE
(41.211308618627754, -96.08070323531945)"
VILLAGE INN #0111,STANDARD,07/12/2011 12:00 AM,"3333 NO 90 ST
Omaha, NE
(41.2897924521248, -96.05264438800526)"
VILLAGE INN #0131,STANDARD,05/10/2010 12:00 AM,"5425 L ST
Omaha, NE
(41.21226189997884, -95.99911674082131)"
VILLAGE INN #719,EXCELLENT,07/21/2011 12:00 AM,"3304 SO 143 PLZ
Omaha, NE
(41.228827411758516, -96.13762132655381)"
VILLAGE INN #787,STANDARD,08/01/2011 12:00 AM,"7837 DODGE ST
Omaha, NE
(41.25979106922733, -96.03688826605196)"
VILLAGE INN #801,STANDARD,07/20/2011 12:00 AM,"3839 NO 138 ST
Omaha, NE
(41.29365054363046, -96.12813347914471)"
VILLAGE INN #806,EXCELLENT,05/02/2011 12:00 AM,"2525 SO 180 ST
Omaha, NE
(41.23627379816111, -96.19616719066124)"
VILLAGE INN #847,STANDARD,07/11/2011 12:00 AM,"6607 NO 72 ST
Omaha, NE
(41.318768607908794, -96.02377615086476)"
VILLAGE POINTE CINEMA,EXCELLENT,06/01/2011 12:00 AM,"304 NO 174 ST
Omaha, NE
(41.26099616074657, -96.1859958585099)"
VILLA LOSOLE,EXCELLENT,01/27/2011 12:00 AM,"3018 SO 32ND AVE
Omaha, NE
(41.23189226385608, -95.96047726315322)"
VINCENZO'S ITALIAN RISTORANTE,STANDARD,06/28/2011 12:00 AM,"1207 HARNEY ST
Omaha, NE
(41.25646350354418, -95.93196426101838)"
VINCENZO'S RISTORANTE,EXCELLENT,03/21/2011 12:00 AM,"1818-22 NO 144 ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
VIP LOUNGE,EXCELLENT,03/24/2011 12:00 AM,"9001 ARBOR ST
Omaha, NE
(41.23665151341345, -96.0531300219011)"
VIVACE,STANDARD,06/13/2011 12:00 AM,"1108 HOWARD ST
Omaha, NE
(41.255502166606334, -95.93067458665084)"
V MERTZ RESTAURANT,SUPERIOR,02/15/2011 12:00 AM,"1022 HOWARD ST
Omaha, NE
(41.255502166606334, -95.92956519766393)"
WAITING ROOM (THE),EXCELLENT,05/31/2011 12:00 AM,"6212 MAPLE ST
Omaha, NE
(41.28505388848919, -96.00842436409579)"
WAKONDA SCHOOL CAFETERIA,EXCELLENT,12/09/2010 12:00 AM,"4845 CURTIS AVE
Omaha, NE
(41.315737892670086, -95.98710179850991)"
WALGREENS,EXCELLENT,03/04/2011 12:00 AM,"13510 Q ST
Omaha, NE
(41.20514826272705, -96.12058816731889)"
WALGREENS,EXCELLENT,03/24/2011 12:00 AM,"20201 MANDERSON ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
WALGREENS,STANDARD,05/02/2011 12:00 AM,"5225 NO 90 ST
Omaha, NE
(41.306447896107386, -96.05255445580235)"
WALGREENS #04975,EXCELLENT,10/29/2010 12:00 AM,"5038 CENTER ST
Omaha, NE
(41.24139962519724, -95.99217327151544)"
WALGREENS #05059,EXCELLENT,06/29/2011 12:00 AM,"10725 FORT ST
Omaha, NE
(41.306618767293, -96.08001975057715)"
WALGREENS #05143,STANDARD,01/21/2010 12:00 AM,"7151 CASS ST
Omaha, NE
(41.263307418361876, -96.02320058476602)"
WALGREENS #05360,EXCELLENT,01/05/2011 12:00 AM,"5062 SO 155 ST
Omaha, NE
(41.20688395424361, -96.15695675018378)"
WALGREENS #05741,FAIR,07/08/2011 12:00 AM,"3001 DODGE ST
Omaha, NE
(41.259719123465004, -95.9566597478181)"
WALGREENS #05966,EXCELLENT,03/08/2011 12:00 AM,"2605 SO 171 ST
Omaha, NE
(41.234861862575144, -96.1822816585289)"
WALGREENS #06802,EXCELLENT,06/06/2011 12:00 AM,"15525 SPAULDING PLZ
Omaha, NE
(41.29368651651163, -96.15723554001283)"
WALGREENS #06936,EXCELLENT,03/16/2011 12:00 AM,"4310 AMES AVE
Omaha, NE
(41.29958606902386, -95.97764093076165)"
WALGREENS #06962,EXCELLENT,11/10/2010 12:00 AM,"3121 SO 24 ST
Omaha, NE
(41.23008646259956, -95.94704599532486)"
WALGREENS #07272,EXCELLENT,03/25/2011 12:00 AM,"13155 W CENTER RD
Omaha, NE
(41.2339886567479, -96.1190859873528)"
WALGREENS #07563,EXCELLENT,06/13/2011 12:00 AM,"8989 W DODGE RD
Omaha, NE
(41.26308258785457, -96.05181701173831)"
WALGREENS #07693,STANDARD,04/19/2010 12:00 AM,"225 NO SADDLE CREEK
Omaha, NE
(41.260689999643944, -95.94059000012828)"
WALGREENS #11203,EXCELLENT,06/27/2011 12:00 AM,"17909 BURKE ST
Omaha, NE
(41.25825322855724, -96.19563659066398)"
WALGREENS #11205,EXCELLENT,05/05/2011 12:00 AM,"6005 NO 72 ST
Omaha, NE
(41.31330972319097, -96.02377615086476)"
WALGREENS #2855,EXCELLENT,07/29/2011 12:00 AM,"6101 NW RADIAL HIGHWAY
Omaha, NE
(41.28680670298752, -96.00733654416916)"
WALGREENS #3186,STANDARD,06/02/2011 12:00 AM,"3701 NO 132 ST
Omaha, NE
(41.292814174143246, -96.11959891308663)"
WALGREENS #3202,EXCELLENT,03/14/2011 12:00 AM,"7202 NO 30 ST
Omaha, NE
(41.32465916720071, -95.95715437493419)"
WALGREENS #3620,EXCELLENT,06/17/2010 12:00 AM,"9001 BLONDO ST
Omaha, NE
(41.27777750981335, -96.05306706935903)"
WALGREENS #4443,EXCELLENT,02/04/2011 12:00 AM,"9001 W CENTER RD
Omaha, NE
(41.234160391392265, -96.05383149308392)"
WALGREENS #4772,EXCELLENT,06/20/2011 12:00 AM,"3005 LAKE ST
Omaha, NE
(41.28144674369287, -95.9572443071371)"
WAL-MART SUPERCENTER,EXCELLENT,07/12/2011 12:00 AM,"16960 W MAPLE RD
Omaha, NE
(41.29220263516328, -96.18015026531941)"
WAL-MART SUPERCENTER,EXCELLENT,07/26/2011 12:00 AM,"12850 L ST
Omaha, NE
(41.212819479637005, -96.11370835379472)"
WAL-MART SUPERCENTER,EXCELLENT,08/01/2011 12:00 AM,"1606 SO 72 ST
Omaha, NE
(41.24446662184806, -96.02395601527058)"
